,date,file_name,time,target_is_broken,location
332,02-01-2024,SHOT0017,5.5,False,"(1726.146240234375, 987.343017578125)"
333,02-01-2024,SHOT0017,6.0,False,"(1760.8160400390625, 163.08718872070312)"
334,02-01-2024,SHOT0017,6.5,False,"(1972.275390625, 1325.947998046875)"
335,02-01-2024,SHOT0017,7.0,False,"(1323.10595703125, 474.31536865234375)"
336,02-01-2024,SHOT0017,7.5,False,"(1428.923583984375, 575.7117919921875)"
337,02-01-2024,SHOT0017,8.0,False,"(1484.77783203125, 636.9739990234375)"
338,02-01-2024,SHOT0017,8.5,False,"(1411.94775390625, 731.749267578125)"
339,02-01-2024,SHOT0017,9.0,True,"(1357.201416015625, 929.3831787109375)"
340,02-01-2024,SHOT0017,9.5,True,"(1192.5849609375, 696.2347412109375)"
341,02-01-2024,SHOT0017,1.0,False,"(1373.53271484375, 568.046630859375)"
342,02-01-2024,SHOT0017,10.0,True,"(1827.2152099609375, 718.295654296875)"
343,02-01-2024,SHOT0017,10.5,True,"(2496.10205078125, 1254.47265625)"
344,02-01-2024,SHOT0017,1.5,False,"(1424.03466796875, 573.8707275390625)"
345,02-01-2024,SHOT0017,2.0,False,"(1451.8184814453125, 581.2246704101562)"
346,02-01-2024,SHOT0017,2.5,False,"(1445.143310546875, 583.2537841796875)"
347,02-01-2024,SHOT0017,3.0,False,"(1394.28466796875, 686.2620849609375)"
348,02-01-2024,SHOT0017,3.5,False,"(1176.7633056640625, 785.23779296875)"
349,02-01-2024,SHOT0017,4.0,True,"(1064.2911376953125, 618.8394775390625)"
